Section Title,Paragraphs,Lists,Table,Figures
"4.7
 
Further Applications of Newton’s Laws of Motion","_paragraph_1
 4.7
_paragraph_2
 Further Applications of Newton’s Laws of Motion
_paragraph_3
 .
_paragraph_4
 A flea jumps by exerting a force of 1.20×10−5 N1.20×10−5 N straight down on the ground. A breeze blowing on the flea parallel to the ground exerts a force of 0.500×10−6 N0.500×10−6 N on the flea. Find the direction and magnitude of the acceleration of the flea if its mass is 6.00×10−7 kg6.00×10−7 kg. Do not neglect the gravitational force.
_paragraph_5
 1.20×10−5 N1.20×10−5 N
_paragraph_6
 0.500×10−6 N0.500×10−6 N
_paragraph_7
 6.00×10−7 kg6.00×10−7 kg
_paragraph_8
 41
_paragraph_9
 .
_paragraph_10
 Two muscles in the back of the leg pull upward on the Achilles tendon, as shown in Figure 4.39. (These muscles are called the medial and lateral heads of the gastrocnemius muscle.) Find the magnitude and direction of the total force on the Achilles tendon. What type of movement could be caused by this force?
_paragraph_11
 Figure
_paragraph_12
 4.39
_paragraph_13
 Achilles tendon
_paragraph_14
 .
_paragraph_15
 A 76.0-kg person is being pulled away from a burning building as shown in Figure 4.40. Calculate the tension in the two ropes if the person is momentarily motionless. Include a free-body diagram in your solution.
_paragraph_16
 Figure
_paragraph_17
 4.40
_paragraph_18
 The force T2T2 needed to hold steady the person being rescued from the fire is less than her weight and less than the force T1T1 in the other rope, since the more vertical rope supports a greater part of her weight (a vertical force).
_paragraph_19
 43
_paragraph_20
 .
_paragraph_21
 Integrated Concepts A 35.0-kg dolphin decelerates from 12.0 to 7.50 m/s in 2.30 s to join another dolphin in play. What average force was exerted to slow him if he was moving horizontally? (The gravitational force is balanced by the buoyant force of the water.)
_paragraph_22
 Integrated Concepts
_paragraph_23
 .
_paragraph_24
 Integrated Concepts When starting a foot race, a 70.0-kg sprinter exerts an average force of 650 N backward on the ground for 0.800 s. (a) What is his final speed? (b) How far does he travel?
_paragraph_25
 Integrated Concepts
_paragraph_26
 45
_paragraph_27
 .
_paragraph_28
 Integrated Concepts A large rocket has a mass of 2.00×106 kg2.00×106 kg at takeoff, and its engines produce a thrust of 3.50×107 N3.50×107 N. (a) Find its initial acceleration if it takes off vertically. (b) How long does it take to reach a velocity of 120 km/h straight up, assuming constant mass and thrust? (c) In reality, the mass of a rocket decreases significantly as its fuel is consumed. Describe qualitatively how this affects the acceleration and time for this motion.
_paragraph_29
 Integrated Concepts
_paragraph_30
 2.00×106 kg2.00×106 kg
_paragraph_31
 3.50×107 N3.50×107 N
_paragraph_32
 .
_paragraph_33
 Integrated Concepts A basketball player jumps straight up for a ball. To do this, they lower their body 0.300 m and then accelerate through this distance by forcefully straightening their legs. This player leaves the floor with a vertical velocity sufficient to carry the player 0.900 m above the floor. (a) Calculate the player's velocity when they leave the floor. (b) Calculate their acceleration while they are straightening their legs. They go from zero to the velocity found in part (a) in a distance of 0.300 m. (c) Calculate the force they exert on the floor to do this, given that their mass is 110 kg.
_paragraph_34
 Integrated Concepts
_paragraph_35
 47
_paragraph_36
 .
_paragraph_37
 Integrated Concepts A 2.50-kg fireworks shell is fired straight up from a mortar and reaches a height of 110 m. (a) Neglecting air resistance (a poor assumption, but we will make it for this example), calculate the shell’s velocity when it leaves the mortar. (b) The mortar itself is a tube 0.450 m long. Calculate the average acceleration of the shell in the tube as it goes from zero to the velocity found in (a). (c) What is the average force on the shell in the mortar? Express your answer in newtons and as a ratio to the weight of the shell.
_paragraph_38
 Integrated Concepts
_paragraph_39
 .
_paragraph_40
 Integrated Concepts Repeat Exercise 4.47 for a shell fired at an angle 10.0º10.0º from the vertical.
_paragraph_41
 Integrated Concepts
_paragraph_42
 10.0º10.0º
_paragraph_43
 49
_paragraph_44
 .
_paragraph_45
 Integrated Concepts An elevator filled with passengers has a mass of 1700 kg. (a) The elevator accelerates upward from rest at a rate of 1.20 m/s21.20 m/s2 for 1.50 s. Calculate the tension in the cable supporting the elevator. (b) The elevator continues upward at constant velocity for 8.50 s. What is the tension in the cable during this time? (c) The elevator decelerates at a rate of 0.600 m/s20.600 m/s2 for 3.00 s. What is the tension in the cable during deceleration? (d) How high has the elevator moved above its original starting point, and what is its final velocity?
_paragraph_46
 Integrated Concepts
_paragraph_47
 1.20 m/s21.20 m/s2
_paragraph_48
 0.600 m/s20.600 m/s2
_paragraph_49
 50
_paragraph_50
 .
_paragraph_51
 Unreasonable Results (a) What is the final velocity of a car originally traveling at 50.0 km/h that decelerates at a rate of 0.400 m/s20.400 m/s2 for 50.0 s? (b) What is unreasonable about the result? (c) Which premise is unreasonable, or which premises are inconsistent?
_paragraph_52
 Unreasonable Results
_paragraph_53
 0.400 m/s20.400 m/s2
_paragraph_54
 51
_paragraph_55
 .
_paragraph_56
 Unreasonable Results A 75.0-kg man stands on a bathroom scale in an elevator that accelerates from rest to 30.0 m/s in 2.00 s. (a) Calculate the scale reading in newtons and compare it with his weight. (The scale exerts an upward force on him equal to its reading.) (b) What is unreasonable about the result? (c) Which premise is unreasonable, or which premises are inconsistent?
_paragraph_57
 Unreasonable Results",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/75a019199a42b8e1dbc85ceaf6dc621e3ebc8e10
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/c1e1b868b916f63786905d5f951f8b72d56d4b17"
"4.8
 
Extended Topic: The Four Basic Forces—An Introduction","_paragraph_1
 4.8
_paragraph_2
 Extended Topic: The Four Basic Forces—An Introduction
_paragraph_3
 .
_paragraph_4
 (a) What is the strength of the weak nuclear force relative to the strong nuclear force? (b) What is the strength of the weak nuclear force relative to the electromagnetic force? Since the weak nuclear force acts at only very short distances, such as inside nuclei, where the strong and electromagnetic forces also act, it might seem surprising that we have any knowledge of it at all. We have such knowledge because the weak nuclear force is responsible for beta decay, a type of nuclear decay not explained by other forces.
_paragraph_5
 53
_paragraph_6
 .
_paragraph_7
 (a) What is the ratio of the strength of the gravitational force to that of the strong nuclear force? (b) What is the ratio of the strength of the gravitational force to that of the weak nuclear force? (c) What is the ratio of the strength of the gravitational force to that of the electromagnetic force? What do your answers imply about the influence of the gravitational force on atomic nuclei?
_paragraph_8
 .
_paragraph_9
 What is the ratio of the strength of the strong nuclear force to that of the electromagnetic force? Based on this ratio, you might expect that the strong force dominates the nucleus, which is true for small nuclei. Large nuclei, however, have sizes greater than the range of the strong nuclear force. At these sizes, the electromagnetic force begins to affect nuclear stability. These facts will be used to explain nuclear fusion and fission later in this text.
_paragraph_10
 .
_paragraph_11
 Critical Thinking Two boxes of equal mass slide start from rest and slide with different horizontal applied forces across frictionless surfaces to reach the same distance away. Box A has a horizontal force of three times that of box B. (a) Which box is traveling faster at this distance away from the starting point? Briefly explain your reasoning. (b) Based on experimental data, an equation that fits the data is suggested for the final speed, V, which may not be correct: V=KFV=KF, where K is a constant with appropriate units and F is the horizontal applied force. Is this equation consistent with your answer from part a? Explain why or why not. Does this equation make sense? Explain why or why not. (c) Now the applied force can be any value and the distance from the starting point is measured when the speed gets to a consistent value. Graph the distance the box gets to at a given speed as a function of the applied force.
_paragraph_12
 Critical Thinking
_paragraph_13
 V=KFV=KF",,,
"4.1
 
Development of Force Concept","_paragraph_1
 4.1
_paragraph_2
 Development of Force Concept
_paragraph_3
 .
_paragraph_4
 Figure
_paragraph_5
 4.42
_paragraph_6
 The figure above represents a racetrack with semicircular sections connected by straight sections. Each section has length d, and markers along the track are spaced d/4 apart. Two people drive cars counterclockwise around the track, as shown. Car X goes around the curves at constant speed vc, increases speed at constant acceleration for half of each straight section to reach a maximum speed of 2vc, then brakes at constant acceleration for the other half of each straight section to return to speed vc. Car Y also goes around the curves at constant speed vc, increases its speed at constant acceleration for one-fourth of each straight section to reach the same maximum speed 2vc, stays at that speed for half of each straight section, then brakes at constant acceleration for the remaining fourth of each straight section to return to speed vc.
_paragraph_7
 (a) On the figures below, draw an arrow showing the direction of the net force on each of the cars at the positions noted by the dots. If the net force is zero at any position, label the dot with 0.
_paragraph_8
 Figure
_paragraph_9
 4.43
_paragraph_10
 The position of the six dots on the Car Y track on the right are as follows:
_paragraph_11
 (b)
_paragraph_12
 i. Indicate which car, if either, completes one trip around the track in less time, and justify your answer qualitatively without using equations.
_paragraph_13
 ii. Justify your answer about which car, if either, completes one trip around the track in less time quantitatively with appropriate equations.
_paragraph_14
 2
_paragraph_15
 .
_paragraph_16
 Which of the following is an example of a body exerting a force on itself?
_paragraph_17
 .
_paragraph_18
 A hawk accelerates as it glides in the air. Does the force causing the acceleration come from the hawk itself? Explain.
_paragraph_19
 4
_paragraph_20
 .
_paragraph_21
 What causes the force that moves a boat forward when someone rows it?","_list_1
 The first dot on the left center of the track is at the same position as it is on the Car X track.
The second dot is just slight to the right of the Car X dot (less than a dash) past three perpendicular hash marks moving to the right.
The third dot is about one and two-thirds perpendicular hash marks to the right of the center top perpendicular has mark.
The fourth dot is in the same position as the Car X figure (one perpendicular hash mark above the center right perpendicular hash mark).
The fifth dot is about one and two-third perpendicular hash marks to the right of the center bottom perpendicular hash mark.
The sixth dot is in the same position as the Car Y dot (one and two third perpendicular hash marks to the left of the center bottom hash mark).",,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/da89b995d8b1f8d319d8964d2304fc12cd47f10c
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/5051a1ea071332b983ab5421674bcec6d6237a98"
Test Prep for AP® Courses,"_paragraph_1
 .
_paragraph_2
 Figure
_paragraph_3
 4.42
_paragraph_4
 The figure above represents a racetrack with semicircular sections connected by straight sections. Each section has length d, and markers along the track are spaced d/4 apart. Two people drive cars counterclockwise around the track, as shown. Car X goes around the curves at constant speed vc, increases speed at constant acceleration for half of each straight section to reach a maximum speed of 2vc, then brakes at constant acceleration for the other half of each straight section to return to speed vc. Car Y also goes around the curves at constant speed vc, increases its speed at constant acceleration for one-fourth of each straight section to reach the same maximum speed 2vc, stays at that speed for half of each straight section, then brakes at constant acceleration for the remaining fourth of each straight section to return to speed vc.
_paragraph_5
 (a) On the figures below, draw an arrow showing the direction of the net force on each of the cars at the positions noted by the dots. If the net force is zero at any position, label the dot with 0.
_paragraph_6
 Figure
_paragraph_7
 4.43
_paragraph_8
 The position of the six dots on the Car Y track on the right are as follows:
_paragraph_9
 (b)
_paragraph_10
 i. Indicate which car, if either, completes one trip around the track in less time, and justify your answer qualitatively without using equations.
_paragraph_11
 ii. Justify your answer about which car, if either, completes one trip around the track in less time quantitatively with appropriate equations.","_list_1
 The first dot on the left center of the track is at the same position as it is on the Car X track.
The second dot is just slight to the right of the Car X dot (less than a dash) past three perpendicular hash marks moving to the right.
The third dot is about one and two-thirds perpendicular hash marks to the right of the center top perpendicular has mark.
The fourth dot is in the same position as the Car X figure (one perpendicular hash mark above the center right perpendicular hash mark).
The fifth dot is about one and two-third perpendicular hash marks to the right of the center bottom perpendicular hash mark.
The sixth dot is in the same position as the Car Y dot (one and two third perpendicular hash marks to the left of the center bottom hash mark).",,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/da89b995d8b1f8d319d8964d2304fc12cd47f10c
_figure_2
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/5051a1ea071332b983ab5421674bcec6d6237a98"
"4.4
 
Newton’s Third Law of Motion: Symmetry in Forces","_paragraph_1
 4.4
_paragraph_2
 Newton’s Third Law of Motion: Symmetry in Forces
_paragraph_3
 .
_paragraph_4
 What object or objects commonly exert forces on the following objects in motion? (a) a soccer ball being kicked, (b) a dolphin jumping, (c) a parachutist drifting to Earth.
_paragraph_5
 6
_paragraph_6
 .
_paragraph_7
 A ball with a mass of 0.25 kg hits a gym ceiling with a force of 78.0 N. What is the net force on the ball?
_paragraph_8
 .
_paragraph_9
 Which of the following is true?
_paragraph_10
 8
_paragraph_11
 .
_paragraph_12
 Stationary skater A pushes stationary skater B, who then accelerates at 5.0 m/s2. Skater A does not move. Since forces act in action-reaction pairs, explain why Skater A did not move?
_paragraph_13
 .
_paragraph_14
 The current in a river exerts a force of 9.0 N on a balloon floating in the river. A wind exerts a force of 13.0 N on the balloon in the opposite direction. Draw a free-body diagram to show the forces acting on the balloon. Use your free-body diagram to predict the effect on the balloon.
_paragraph_15
 10
_paragraph_16
 .
_paragraph_17
 A force is applied to accelerate an object on a smooth icy surface. When the force stops, which of the following will be true? (Assume zero friction.)
_paragraph_18
 .
_paragraph_19
 A parachutist’s fall to Earth is determined by two opposing forces. A gravitational force of 539 N acts on the parachutist. After 2 s, she opens her parachute and experiences an air resistance of 615 N. At what speed is the parachutist falling after 10 s?
_paragraph_20
 12
_paragraph_21
 .
_paragraph_22
 A flight attendant pushes a cart down the aisle of a plane in flight. In determining the acceleration of the cart relative to the plane, which factor do you not need to consider?
_paragraph_23
 .
_paragraph_24
 A landscaper is easing a wheelbarrow full of soil down a hill. Define the system you would analyze and list all the forces that you would need to include to calculate the acceleration of the wheelbarrow.
_paragraph_25
 14
_paragraph_26
 .
_paragraph_27
 Two water-skiers, with masses of 48 kg and 61 kg, are preparing to be towed behind the same boat. When the boat accelerates, the rope the skiers hold onto accelerates with it and exerts a net force of 290 N on the skiers. At what rate will the skiers accelerate?
_paragraph_28
 .
_paragraph_29
 A figure skater has a mass of 40 kg and her partner's mass is 50 kg. She pushes against the ice with a force of 120 N, causing her and her partner to move forward. Calculate the pair’s acceleration. Assume that all forces opposing the motion, such as friction and air resistance, total 5.0 N.",,,
"4.5
 
Normal, Tension, and Other Examples of Forces","_paragraph_1
 4.5
_paragraph_2
 Normal, Tension, and Other Examples of Forces
_paragraph_3
 16
_paragraph_4
 .
_paragraph_5
 An archer shoots an arrow straight up with a force of 24.5 N. The arrow has a mass of 0.4 kg. What is the force of gravity on the arrow?
_paragraph_6
 .
_paragraph_7
 A cable raises a mass of 120.0 kg with an acceleration of 1.3 m/s2. What force of tension is in the cable?
_paragraph_8
 18
_paragraph_9
 .
_paragraph_10
 A child pulls a wagon along a grassy field. Define the system, the pairs of forces at work, and the results.
_paragraph_11
 .
_paragraph_12
 Two teams are engaging in a tug–of-war. The rope suddenly snaps. Which statement is true about the forces involved?
_paragraph_13
 20
_paragraph_14
 .
_paragraph_15
 The following free-body diagram represents a toboggan on a hill. What acceleration would you expect, and why?
_paragraph_16
 Figure
_paragraph_17
 4.46
_paragraph_18
 .
_paragraph_19
 Draw a free-body diagram to represent the forces acting on a kite on a string that is floating stationary in the air. Label the forces in your diagram.
_paragraph_20
 22
_paragraph_21
 .
_paragraph_22
 A car is sliding down a hill with a slope of 20°. The mass of the car is 965 kg. When a cable is used to pull the car up the slope, a force of 4215 N is applied. What is the car’s acceleration, ignoring friction?",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/c5f4018c7f97490969d7893658209bf99f4ec44c"
"4.6
 
Problem-Solving Strategies","_paragraph_1
 4.6
_paragraph_2
 Problem-Solving Strategies
_paragraph_3
 .
_paragraph_4
 A toboggan with two riders has a total mass of 85.0 kg. A third person is pushing with a force of 42.5 N in the direction of motion on a toboggan moving on a sloped surface at the top of a hill that has a downward angle of 15°. The force of friction on the toboggan is 31.0 N. Which statement describes an accurate free-body diagram to represent the situation?
_paragraph_5
 24
_paragraph_6
 .
_paragraph_7
 A mass of 2.0 kg is suspended from the ceiling of an elevator by a rope. What is the tension in the rope when the elevator (i) accelerates upward at 1.5 m/s2? (ii) accelerates downward at 1.5 m/s2?
_paragraph_8
 .
_paragraph_9
 Which statement is true about drawing free-body diagrams?",,,
"4.7
 
Further Applications of Newton’s Laws of Motion","_paragraph_1
 4.7
_paragraph_2
 Further Applications of Newton’s Laws of Motion
_paragraph_3
 26
_paragraph_4
 .
_paragraph_5
 A basketball player jumps as he shoots the ball. Describe the forces that are acting on the ball and on the basketball player. What are the results?
_paragraph_6
 .
_paragraph_7
 Two people push on a boulder to try to move it. The mass of the boulder is 825 kg. One person pushes north with a force of 64 N. The other pushes west with a force of 38 N. Predict the magnitude of the acceleration of the boulder. Assume that friction is negligible.
_paragraph_8
 28
_paragraph_9
 .
_paragraph_10
 Figure
_paragraph_11
 4.48
_paragraph_12
 The figure shows the forces exerted on a block that is sliding on a horizontal surface: the gravitational force of 40 N, the 40 N normal force exerted by the surface, and a frictional force exerted to the left. The coefficient of friction between the block and the surface is 0.20. The acceleration of the block is most nearly",,,"_figure_1
 image: https://openstax.org/apps/image-cdn/v1/f=webp/apps/archive/20230620.181811/resources/9fca6fa99f4c1335e90a816241eedaf21e3168ef"
"4.8
 
Extended Topic: The Four Basic Forces—An Introduction","_paragraph_1
 4.8
_paragraph_2
 Extended Topic: The Four Basic Forces—An Introduction
_paragraph_3
 .
_paragraph_4
 Which phenomenon correctly describes the direction and magnitude of normal forces?
_paragraph_5
 30
_paragraph_6
 .
_paragraph_7
 Explain which of the four fundamental forces is responsible for a ball bouncing off the ground after it hits, and why this force has this effect.
_paragraph_8
 .
_paragraph_9
 Which of the basic forces best explains tension in a rope being pulled between two people? Is the acting force causing attraction or repulsion in this instance?
_paragraph_10
 32
_paragraph_11
 .
_paragraph_12
 Explain how interatomic electric forces produce the normal force, and why it has the direction it does.
_paragraph_13
 .
_paragraph_14
 The gravitational force is the weakest of the four basic forces. In which case can the electromagnetic, strong, and weak forces be ignored because the gravitational force is so strongly dominant?
_paragraph_15
 34
_paragraph_16
 .
_paragraph_17
 Describe a situation in which gravitational force is the dominant force. Why can the other three basic forces be ignored in the situation you described?",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 Discuss the general characteristics of friction.
Describe the various types of friction.
Calculate the magnitude of static and kinetic friction.",,
5.1 Friction,"_paragraph_1
 Friction is a force that opposes relative motion between surfaces in contact.",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 Express mathematically the drag force.
Discuss the applications of drag force.
Define terminal velocity.
Determine the terminal velocity given mass.",,
5.2 Drag Forces,"_paragraph_1
 Drag force FDFD is found to be proportional to the square of the speed of the object. Mathematically
_paragraph_2
 FDFD
_paragraph_3
 5.14
_paragraph_4
 5.15
_paragraph_5
 where CC is the drag coefficient, AA is the area of the object facing the fluid, and ρρ is the density of the fluid.
_paragraph_6
 CC
_paragraph_7
 AA
_paragraph_8
 ρρ",,,
Learning Objectives,"_paragraph_1
 By the end of this section, you will be able to:","_list_1
 State Hooke’s law.
Explain Hooke’s law using graphical representation between deformation and applied force.
Discuss the three types of deformations such as changes in length, sideways shear and changes in volume.
Describe with examples the young’s modulus, shear modulus and bulk modulus.
Determine the change in length given mass, length and radius.",,
5.3 Elasticity: Stress and Strain,"_paragraph_1
 5.28
_paragraph_2
 where ΔLΔL is the amount of deformation (the change in length, for example) produced by the force FF, and kk is a proportionality constant that depends on the shape and composition of the object and the direction of the force.
_paragraph_3
 ΔLΔL
_paragraph_4
 FF
_paragraph_5
 kk
_paragraph_6
 5.29",,,
